week,date,day,std,subject1,competency1,playlist_link1,worksheet_link1,subject2,competency2,playlist_link2,worksheet_link2
18,2021-10-21,Thursday ,I,हिंदी,पढ़ना औैर पढ़कर समझना- हिन्दी वर्णमाला के अक्षरों की आकृति और ध्वनि की पहचान करना।,https://bit.ly/2TDbf7w,https://bit.ly/36Ytx67,गणित,संख्या ज्ञान की समझ-20 तक की संख्याओं की समझ रखते है।,https://bit.ly/3y4xlia,https://bit.ly/3cMC4fH
18,2021-10-22,Friday ,I,English,Reading and Writing - The learner knows about fruits and vegetables,https://bit.ly/39HzGpI,https://bit.ly/3iN34PW,गणित,"संख्या ज्ञान की समझ- 20 तक की संख्याओं की तुलना करते हैं, जैसे- यह बता पाते हैं, कि कक्षा में लड़कियों की संख्या या लड़कों की संख्या ज्यादा है।",https://bit.ly/3kOydUm,https://bit.ly/35tsQRD
19,2021-10-25,Monday ,I,English,Reading and Writing - The learner recognises number 1-10 through picture,https://bit.ly/36WCwEU,https://bit.ly/3wxIiYQ,गणित,"संख्या ज्ञान की समझ-20 तक की संख्याओं की तुलना करते हैं, जैसे- यह बता पाते हैं, कि कक्षा में लड़कियों की संख्या या लड़कों की संख्या ज्यादा है।",https://bit.ly/3zwgyF0,https://bit.ly/2TCrzoI
19,2021-10-26,Tuesday ,I,हिंदी,"लिखना- लिखना सीखने की प्रक्रिया के दौरान अपने विकासात्मक स्तर के अनुसार चित्रों , आड़ी-तिरछी रेखाओं (कीरम-काटे), अक्षर-आकृतियों, स्व-वर्तनी (इनवेंटिड स्पैलिंग) और स्व-नियंत्रित लेखन (कनवैंशनल राइटिंग) के माध्यम से सुनी हुई और अपने मन की बातों को अपने तरीके से लिखने का प्रयास करना l ",https://bit.ly/3zvTh68,https://bit.ly/3zwVlKZ,English,Listening and Speaking - The learner knows parts of body and days of week ,,https://bit.ly/3wxIuHy
19,2021-10-27,Wednesday ,I,हिंदी,पढ़ना औैर पढ़कर समझना- हिन्दी वर्णमाला के अक्षरों की आकृति और ध्वनि की पहचान करना।,https://bit.ly/2TDbf7w,https://bit.ly/370M5mo,English,Listening and speaking - The learner knows parts of body and days of week ,,https://bit.ly/3cKx1fG
19,2021-10-28,Thursday ,I,हिंदी,"लिखना- लिखना सीखने की प्रक्रिया के दौरान अपने विकासात्मक स्तर के अनुसार चित्रों , आड़ी-तिरछी रेखाओं (कीरम-काटे), अक्षर-आकृतियों, स्व-वर्तनी (इनवेंटिड स्पैलिंग) और स्व-नियंत्रित लेखन (कनवैंशनल राइटिंग) के माध्यम से सुनी हुई और अपने मन की बातों को अपने तरीके से लिखने का प्रयास करना l ",https://bit.ly/3jbeziP,https://bit.ly/373l6Xj,गणित,संख्या ज्ञान की समझ-21 से 50 तक मात्रात्मक बोध की समझ रखते हैं।,https://bit.ly/3BGlWaA,https://bit.ly/3vusiFx
19,2021-10-29,Friday ,I,English,Listening and Speaking - The learner knows parts of body and days of week ,https://bit.ly/3fv8BZa,https://bit.ly/3xuFhbB,गणित,संख्या ज्ञान की समझ-21 से 50 तक मात्रात्मक बोध की समझ रखते हैं।,https://bit.ly/3kXw34K,https://bit.ly/3xr72lC
20,2021-11-01,Monday ,I,English,Reading and Writing - The learner recognises number 1-10 through picture ,https://bit.ly/3jjy3Sx,https://bit.ly/2SDbDCp,गणित,संख्या ज्ञान की समझ-21 से 50 तक मात्रात्मक बोध की समझ रखते हैं।,https://bit.ly/2VbyLsq,https://bit.ly/3gvDQV0
20,2021-11-02,Tuesday ,I,हिंदी,पढ़ना औैर पढ़कर समझना- हिन्दी वर्णमाला के अक्षरों की आकृति और ध्वनि की पहचान करना।,https://bit.ly/3yhMXih,https://bit.ly/3rM5SiQ,English,Reading and Writing - The learner listens to instruction and draw diagram,https://bit.ly/3iWY5MD,https://bit.ly/3pXoqvK
20,2021-11-03,Wednesday ,I,हिंदी,"लिखना- लिखना सीखने की प्रक्रिया के दौरान अपने विकासात्मक स्तर के अनुसार चित्रों , आड़ी-तिरछी रेखाओं (कीरम-काटे), अक्षर-आकृतियों, स्व-वर्तनी (इनवेंटिड स्पैलिंग) और स्व-नियंत्रित लेखन (कनवैंशनल राइटिंग) के माध्यम से सुनी हुई और अपने मन की बातों को अपने तरीके से लिखने का प्रयास करना l",https://bit.ly/37dMjqi,https://bit.ly/3ifr6Ct,English,Reading and Writing - The learner listens to instruction and draw diagram,https://bit.ly/3zFyMoi,https://bit.ly/2TGHz8U
20,2021-11-04,Thursday ,I,हिंदी,पढ़ना औैर पढ़कर समझना- हिन्दी वर्णमाला के अक्षरों की आकृति और ध्वनि की पहचान करना।,https://bit.ly/2Vpdsnm,https://bit.ly/37eN6aA,गणित,संख्या ज्ञान की समझ-99 तक की संख्याओं को पहचानते हैं एवं संख्याओं को लिखते हैं।,https://bit.ly/3fk3kU4,https://bit.ly/3wxnAbr
20,2021-11-05,Friday ,I,English,Listening and Speaking - The learner associates with picture,,https://bit.ly/3gtNx63,गणित,संख्या ज्ञान की समझ-99 तक की संख्याओं को पहचानते हैं एवं संख्याओं को लिखते हैं।,https://bit.ly/2Vb4yu4,https://bit.ly/3xnCgKi
1,2021-06-21,Monday ,III,हिंदी,पढ़ना औैर पढ़कर समझना- चित्र के सूक्ष्म और प्रत्यक्ष पहलुओं पर बारीक अवलोकन करना l,https://bit.ly/3iEFzZv,https://bit.ly/3pWz1qF,English,Listening and speaking - The learner recognises letter A-Z and their sounds,https://bit.ly/3vlwK9G,https://bit.ly/3gnE1Sa
1,2021-06-22,Tuesday ,III,हिंदी,पढ़ना औैर पढ़कर समझना- चित्र के सूक्ष्म और प्रत्यक्ष पहलुओं पर बारीक अवलोकन करना l,https://bit.ly/3zrE8n6,https://bit.ly/2Sut9sC,English,Listening and speaking- The learner recognises letter A-Z and their sounds,https://bit.ly/35uhCMX,https://bit.ly/3iVZoMb
1,2021-06-23,Wednesday ,III,हिंदी,"सृजनात्मक अभिव्यक्ति- स्वयं बनाएं गए चित्रों के नाम लिखते (लेबलिंग) है, जैसे- हाथ के बने पंखे का चित्र बनाकर उसके नीचे बीजना (ब्रजभाषा, जो कि बच्चे की घर की भाषा हो सकती है।) लिखना।",https://bit.ly/3wupM3k,https://bit.ly/3cIhcqa,गणित,संख्या ज्ञान की समझ-1 से 20 तक की संख्याओं पर कार्य करते हैं। (1 से 5),https://bit.ly/2U2PKg1,https://bit.ly/3pW4b1s
1,2021-06-24,Thursday ,III,English,Reading and writing- The learner understands the strokes of letter,https://bit.ly/3iITpKg,https://bit.ly/3gCaanM,गणित,संख्या ज्ञान की समझ-1 से 20 तक की संख्याओं पर कार्य करते हैं। (1 से 5),https://bit.ly/2Ua6Jx9,https://bit.ly/3xo0Nil
1,2021-06-25,Friday ,III,English,Reading and writing - The learner understands the strokes of letter,https://bit.ly/3zv7j8Y,https://bit.ly/2TAswO1,गणित,संख्या ज्ञान की समझ-1 से 20 तक की संख्याओं पर कार्य करते हैं। (6 से 10),https://bit.ly/3iGSKJt,https://bit.ly/3iGBCn9
2,2021-06-28,Monday ,III,हिंदी,पढ़ना औैर पढ़कर समझना- चित्र के सूक्ष्म और प्रत्यक्ष पहलुओं पर बारीक अवलोकन करना l,https://bit.ly/3gCVmFl,https://bit.ly/3pTXop5,English,Reading and writing - The learner understands the strokes of letter,https://bit.ly/3pVNCCF,https://bit.ly/3iINOUn
2,2021-06-29,Tuesday ,III,हिंदी,"लिखना- लिखना सीखने की प्रक्रिया के दौरान अपने विकासात्मक स्तर के अनुसार चित्रों , आड़ी-तिरछी रेखाओं (कीरम-काटे), अक्षर-आकृतियों, स्व-वर्तनी (इनवेंटिड स्पैलिंग) और स्व-नियंत्रित लेखन (कनवैंशनल राइटिंग) के माध्यम से सुनी हुई और अपने मन की बातों को अपने तरीके से लिखने का प्रयास करना l",https://bit.ly/3gqU9lJ,https://bit.ly/3pXnhEc,English,"Listening and Speaking 
- The learner understands the strokes of letter ",https://bit.ly/3zsP5oF,https://bit.ly/3iLredH
2,2021-06-30,Wednesday ,III,हिंदी,"लिखना- लिखना सीखने की प्रक्रिया के दौरान अपने विकासात्मक स्तर के अनुसार चित्रों , आड़ी-तिरछी रेखाओं (कीरम-काटे), अक्षर-आकृतियों, स्व-वर्तनी (इनवेंटिड स्पैलिंग) और स्व-नियंत्रित लेखन (कनवैंशनल राइटिंग) के माध्यम से सुनी हुई और अपने मन की बातों को अपने तरीके से लिखने का प्रयास करना l",,https://bit.ly/3gtf4ES,गणित,संख्या ज्ञान की समझ-1 से 20 तक की संख्याओं पर कार्य करते हैं। (6 से 10),https://bit.ly/3zn4AhP,https://bit.ly/35rHo3W
2,2021-07-01,Thursday ,III,English,Writing - The learner can write capital and small letters,https://bit.ly/3vrUwkk,https://bit.ly/3cLW8Pu,गणित,संक्रियाओं की समझ- जोड़-मूर्त वस्तुओं की मदद से 9 तक की संख्याओं के जोड़ व घटाव के तथ्य बनाते हैं।,https://bit.ly/3gyOwAL,https://bit.ly/2U7OmZL
2,2021-07-02,Friday ,III,English,Writing - The learner can write capital and small letters,,https://bit.ly/3vwaYA6,गणित,संक्रियाओं की समझ-घटाव- मूर्त वस्तुओं की मदद से 9 तक की संख्याओं के जोड़ व घटाव के तथ्य बनाते हैं।,https://bit.ly/3cNvbe1,https://bit.ly/3xoE7OX
3,2021-07-05,Monday ,III,हिंदी,चित्र के सूक्ष्म और प्रत्यक्ष पहलुओं पर बारीक अवलोकन करना l,,https://bit.ly/3gIhMoM,English,Writing - The learner can write capital and small letters,https://bit.ly/2S3ArmR,https://bit.ly/2UczoBN
3,2021-07-06,Tuesday ,III,हिंदी,चित्र के सूक्ष्म और प्रत्यक्ष पहलुओं पर बारीक अवलोकन करना l,,https://bit.ly/3cNBH4D,English,Reading and writing - The learner can write capital and small letters,https://bit.ly/3cMPad2,https://bit.ly/2TEfdfP
3,2021-07-07,Wednesday ,III,हिंदी,"स्वयं बनाएं गए चित्रों के नाम लिखते (लेबलिंग) है, जैसे- हाथ के बने पंखे का चित्र बनाकर उसके नीचे बीजना (ब्रजभाषा, जो कि बच्चे की घर की भाषा हो सकती है।) लिखना।",,https://bit.ly/3vvOBe3,गणित,संख्या ज्ञान की समझ-1 से 20 तक की संख्याओं पर कार्य करते हैं। (1 से 10),https://bit.ly/3gDnMPR,https://bit.ly/2TBoh4O
3,2021-07-08,Thursday ,III,English,Listening and Speaking - The learner can  recognise  sight words,https://bit.ly/3zI9G8y,https://bit.ly/3wzMmaV,गणित,"संख्या ज्ञान की समझ-20 तक की संख्याओं को मूर्तरूप से, चित्रों व प्रतीकों द्वारा बोल कर गिनते हैं। (1से 10)",https://bit.ly/3gKKi9A,https://bit.ly/3gpZjyy
3,2021-07-09,Friday ,III,English,Reading and Writing - The learner can  recognise  sight words,https://bit.ly/3wzTPqn,https://bit.ly/3iLrRnz,गणित,"संख्या ज्ञान की समझ-20 तक की संख्याओं को मूर्तरूप से, चित्रों व प्रतीकों द्वारा बोल कर गिनते हैं। (1से 10)",https://bit.ly/2TBZ62b,https://bit.ly/3gAl1i4
4,2021-07-12,Monday ,III,हिंदी,पढ़ना औैर पढ़कर समझना- हिन्दी वर्णमाला के अक्षरों की आकृति और ध्वनि की पहचान करना।,https://bit.ly/3gwVHdZ,https://bit.ly/3vyddD4,English,Reading and Writing - The learner can  recognise  sight words,https://bit.ly/3xG5rZp,https://bit.ly/3iQM5wf
4,2021-07-13,Tuesday ,III,हिंदी,"लिखना- लिखना सीखने की प्रक्रिया के दौरान अपने विकासात्मक स्तर के अनुसार चित्रों , आड़ी-तिरछी रेखाओं (कीरम-काटे), अक्षर-आकृतियों, स्व-वर्तनी (इनवेंटिड स्पैलिंग) और स्व-नियंत्रित लेखन (कनवैंशनल राइटिंग) के माध्यम से सुनी हुई और अपने मन की बातों को अपने तरीके से लिखने का प्रयास करना l",https://bit.ly/2SGkF1l,https://bit.ly/3wxnjFC,English,Reading and writing - The learner can  recognise  sight words,https://bit.ly/3gD9j6u,https://bit.ly/3nhD8eT
4,2021-07-14,Wednesday ,III,हिंदी,"सृजनात्मक अभिव्यक्ति  सुनना और सुनकर समझना।- स्वयं बनाएं गए चित्रों के नाम लिखते (लेबलिंग) है, जैसे- हाथ के बने पंखे का चित्र बनाकर उसके नीचे बीजना (ब्रजभाषा, जो कि बच्चे की घर की भाषा हो सकती है।) लिखना।",,https://bit.ly/3gySbi8,गणित,"संख्या ज्ञान की समझ-20 तक की संख्याओं को मूर्तरूप से, चित्रों व प्रतीकों द्वारा बोल कर गिनते हैं। (1से 10)",https://bit.ly/3iMwZYF,https://bit.ly/3xsI19o
4,2021-07-15,Thursday ,III,English,Reading and writing - The learner matches  name with familiar objects seen in picture,https://bit.ly/3gEQ0JR,https://bit.ly/3cMnpRO,गणित,संख्या ज्ञान की समझ-शुन्य की अवधारणा को समझते हैं।,https://youtu.be/o_2zO7toRbg,https://bit.ly/3vDPz8l
4,2021-07-16,Friday ,III,English,Listening and Speaking - The learner can understand and identify vowel sound,https://bit.ly/3xvvrWX,https://bit.ly/3wyGTB9,गणित,संख्या ज्ञान की समझ-शुन्य की अवधारणा को समझते हैं।,,https://bit.ly/2Tws57A
5,2021-07-19,Monday ,III,हिंदी,"पढ़ना औैर पढ़कर समझना- पढ़ी कहानी, कविताओं आदि में लिपि चिह्नों/शब्दों/वाक्यों आदि को देखकर और उनकी ध्वनियों को सुनकर, समझकर उनकी पहचान करना।",,https://bit.ly/3wxITK9,English,Reading and writing - The learner can understand alphabets,https://bit.ly/3vwtDfb,https://bit.ly/3zzVX3l
5,2021-07-20,Tuesday ,III,हिंदी,पढ़ना औैर पढ़कर समझना- हिन्दी वर्णमाला के अक्षरों की आकृति और ध्वनि की पहचान करना।,https://bit.ly/3wAhx5U,https://bit.ly/35tcU1J,English,Reading and writing - The learner can understand alphabets,https://bit.ly/2WzcCC8,https://bit.ly/2S3avYz
5,2021-07-21,Wednesday ,III,हिंदी,"लिखना- लिखना सीखने की प्रक्रिया के दौरान अपने विकासात्मक स्तर के अनुसार चित्रों , आड़ी-तिरछी रेखाओं (कीरम-काटे), अक्षर-आकृतियों, स्व-वर्तनी (इनवेंटिड स्पैलिंग) और स्व-नियंत्रित लेखन (कनवैंशनल राइटिंग) के माध्यम से सुनी हुई और अपने मन की बातों को अपने तरीके से लिखने का प्रयास करना l",https://bit.ly/3gGJjqG,https://bit.ly/3gvmSWt,गणित,संख्या ज्ञान की समझ-20 तक की संख्याओं की समझ रखते है।,https://bit.ly/3zH7n5J,https://bit.ly/35x0UMt
5,2021-07-22,Thursday ,III,English,Reading and writing - The learner can understand different shapes,https://bit.ly/2SEORtU,https://bit.ly/3zycCEn,गणित,संख्या ज्ञान की समझ-20 तक की संख्याओं की समझ रखते है।,https://bit.ly/3zx6nke,https://bit.ly/3cI81Gc
5,2021-07-23,Friday ,III,English,Reading and writing - The learner can understand different vehicles,https://bit.ly/3q1sVp2,https://bit.ly/3zycCEn,गणित,संख्या ज्ञान की समझ-20 तक की संख्याओं की समझ रखते है।,https://bit.ly/3zvgAhb,https://bit.ly/3cNzOEW
6,2021-07-26,Monday ,III,हिंदी,पढ़ना औैर पढ़कर समझना- हिन्दी वर्णमाला के अक्षरों की आकृति और ध्वनि की पहचान करना।,https://bit.ly/3iPbXXX,https://bit.ly/371H4Km,English,Listening and Speaking- The learner knows about fruits and vegetables,https://bit.ly/3qaAVnC,https://bit.ly/3zwVjCR
6,2021-07-27,Tuesday ,III,हिंदी,"लिखना- लिखना सीखने की प्रक्रिया के दौरान अपने विकासात्मक स्तर के अनुसार चित्रों , आड़ी-तिरछी रेखाओं (कीरम-काटे), अक्षर-आकृतियों, स्व-वर्तनी (इनवेंटिड स्पैलिंग) और स्व-नियंत्रित लेखन (कनवैंशनल राइटिंग) के माध्यम से सुनी हुई और अपने मन की बातों को अपने तरीके से लिखने का प्रयास करना l",https://bit.ly/3eT09To,https://bit.ly/3eQFVtq,English,Reading and Writing - The learner knows about fruits and vegetables,https://bit.ly/3v8AEnB,https://bit.ly/3gBnSrb
6,2021-07-28,Wednesday ,III,हिंदी,पढ़ना औैर पढ़कर समझना- हिन्दी वर्णमाला के अक्षरों की आकृति और ध्वनि की पहचान करना।,https://bit.ly/2TDbf7w,https://bit.ly/36Ytx67,गणित,संख्या ज्ञान की समझ-20 तक की संख्याओं की समझ रखते है।,https://bit.ly/3y4xlia,https://bit.ly/3cMC4fH
6,2021-07-29,Thursday ,III,English,Reading and Writing - The learner knows about fruits and vegetables,https://bit.ly/39HzGpI,https://bit.ly/3iN34PW,गणित,"संख्या ज्ञान की समझ- 20 तक की संख्याओं की तुलना करते हैं, जैसे- यह बता पाते हैं, कि कक्षा में लड़कियों की संख्या या लड़कों की संख्या ज्यादा है।",https://bit.ly/3kOydUm,https://bit.ly/35tsQRD
6,2021-07-30,Friday ,III,English,Reading and Writing - The learner recognises number 1-10 through picture,https://bit.ly/36WCwEU,https://bit.ly/3wxIiYQ,गणित,"संख्या ज्ञान की समझ-20 तक की संख्याओं की तुलना करते हैं, जैसे- यह बता पाते हैं, कि कक्षा में लड़कियों की संख्या या लड़कों की संख्या ज्यादा है।",https://bit.ly/3zwgyF0,https://bit.ly/2TCrzoI
7,2021-08-02,Monday ,III,हिंदी,"लिखना- लिखना सीखने की प्रक्रिया के दौरान अपने विकासात्मक स्तर के अनुसार चित्रों , आड़ी-तिरछी रेखाओं (कीरम-काटे), अक्षर-आकृतियों, स्व-वर्तनी (इनवेंटिड स्पैलिंग) और स्व-नियंत्रित लेखन (कनवैंशनल राइटिंग) के माध्यम से सुनी हुई और अपने मन की बातों को अपने तरीके से लिखने का प्रयास करना l ",https://bit.ly/3zvTh68,https://bit.ly/3zwVlKZ,English,Listening and Speaking - The learner knows parts of body and days of week ,,https://bit.ly/3wxIuHy
7,2021-08-03,Tuesday ,III,हिंदी,पढ़ना औैर पढ़कर समझना- हिन्दी वर्णमाला के अक्षरों की आकृति और ध्वनि की पहचान करना।,https://bit.ly/2TDbf7w,https://bit.ly/370M5mo,English,Listening and speaking - The learner knows parts of body and days of week ,,https://bit.ly/3cKx1fG
7,2021-08-04,Wednesday ,III,हिंदी,"लिखना- लिखना सीखने की प्रक्रिया के दौरान अपने विकासात्मक स्तर के अनुसार चित्रों , आड़ी-तिरछी रेखाओं (कीरम-काटे), अक्षर-आकृतियों, स्व-वर्तनी (इनवेंटिड स्पैलिंग) और स्व-नियंत्रित लेखन (कनवैंशनल राइटिंग) के माध्यम से सुनी हुई और अपने मन की बातों को अपने तरीके से लिखने का प्रयास करना l ",https://bit.ly/3jbeziP,https://bit.ly/373l6Xj,गणित,संख्या ज्ञान की समझ-21 से 50 तक मात्रात्मक बोध की समझ रखते हैं।,https://bit.ly/3BGlWaA,https://bit.ly/3vusiFx
7,2021-08-05,Thursday ,III,English,Listening and Speaking - The learner knows parts of body and days of week ,https://bit.ly/3fv8BZa,https://bit.ly/3xuFhbB,गणित,संख्या ज्ञान की समझ-21 से 50 तक मात्रात्मक बोध की समझ रखते हैं।,https://bit.ly/3kXw34K,https://bit.ly/3xr72lC
7,2021-08-06,Friday ,III,English,Reading and Writing - The learner recognises number 1-10 through picture ,https://bit.ly/3jjy3Sx,https://bit.ly/2SDbDCp,गणित,संख्या ज्ञान की समझ-21 से 50 तक मात्रात्मक बोध की समझ रखते हैं।,https://bit.ly/2VbyLsq,https://bit.ly/3gvDQV0
8,2021-08-09,Monday ,III,हिंदी,पढ़ना औैर पढ़कर समझना- हिन्दी वर्णमाला के अक्षरों की आकृति और ध्वनि की पहचान करना।,https://bit.ly/3yhMXih,https://bit.ly/3rM5SiQ,English,Reading and Writing - The learner listens to instruction and draw diagram,https://bit.ly/3iWY5MD,https://bit.ly/3pXoqvK
8,2021-08-10,Tuesday ,III,हिंदी,"लिखना- लिखना सीखने की प्रक्रिया के दौरान अपने विकासात्मक स्तर के अनुसार चित्रों , आड़ी-तिरछी रेखाओं (कीरम-काटे), अक्षर-आकृतियों, स्व-वर्तनी (इनवेंटिड स्पैलिंग) और स्व-नियंत्रित लेखन (कनवैंशनल राइटिंग) के माध्यम से सुनी हुई और अपने मन की बातों को अपने तरीके से लिखने का प्रयास करना l",https://bit.ly/37dMjqi,https://bit.ly/3ifr6Ct,English,Reading and Writing - The learner listens to instruction and draw diagram,https://bit.ly/3zFyMoi,https://bit.ly/2TGHz8U
8,2021-08-11,Wednesday ,III,हिंदी,पढ़ना औैर पढ़कर समझना- हिन्दी वर्णमाला के अक्षरों की आकृति और ध्वनि की पहचान करना।,https://bit.ly/2Vpdsnm,https://bit.ly/37eN6aA,गणित,संख्या ज्ञान की समझ-99 तक की संख्याओं को पहचानते हैं एवं संख्याओं को लिखते हैं।,https://bit.ly/3fk3kU4,https://bit.ly/3wxnAbr
8,2021-08-12,Thursday ,III,English,Listening and Speaking - The learner associates with picture,,https://bit.ly/3gtNx63,गणित,संख्या ज्ञान की समझ-99 तक की संख्याओं को पहचानते हैं एवं संख्याओं को लिखते हैं।,https://bit.ly/2Vb4yu4,https://bit.ly/3xnCgKi
8,2021-08-13,Friday ,III,English,Reading and writing - The learner associates with picture,,https://bit.ly/3gtNx63,गणित,संख्या ज्ञान की समझ-99 तक की संख्याओं को पहचानते हैं एवं संख्याओं को लिखते हैं।,https://bit.ly/3xjETw6,https://bit.ly/3xrZYFs
9,2021-08-16,Monday ,III,हिंदी,"लिखना- लिखना सीखने की प्रक्रिया के दौरान अपने विकासात्मक स्तर के अनुसार चित्रों , आड़ी-तिरछी रेखाओं (कीरम-काटे), अक्षर-आकृतियों, स्व-वर्तनी (इनवेंटिड स्पैलिंग) और स्व-नियंत्रित लेखन (कनवैंशनल राइटिंग) के माध्यम से सुनी हुई और अपने मन की बातों को अपने तरीके से लिखने का प्रयास करना l",https://bit.ly/3zwmsWG,https://bit.ly/2WKhFTx,English,Reading and writing - The learner associates with picture,,https://bit.ly/3gvsFeP
9,2021-08-17,Tuesday ,III,हिंदी,पढ़ना औैर पढ़कर समझना- हिन्दी वर्णमाला के अक्षरों की आकृति और ध्वनि की पहचान करना।,https://youtu.be/cDPXUWbT59g,https://bit.ly/37aWNqf,English,Reading and writing - The learner name familiar object seen in picture,https://bit.ly/3xDXraX,https://bit.ly/3q2f1mo
9,2021-08-18,Wednesday ,III,हिंदी,"लिखना,- लिखना सीखने की प्रक्रिया के दौरान अपने विकासात्मक स्तर के अनुसार चित्रों , आड़ी-तिरछी रेखाओं (कीरम-काटे), अक्षर-आकृतियों, स्व-वर्तनी (इनवेंटिड स्पैलिंग) और स्व-नियंत्रित लेखन (कनवैंशनल राइटिंग) के माध्यम से सुनी हुई और अपने मन की बातों को अपने तरीके से लिखने का प्रयास करना l",https://youtu.be/kXixCmyXt-w,https://bit.ly/3jabO1e,गणित,संख्या ज्ञान की समझ-99 तक की संख्याओं को पहचानते हैं एवं संख्याओं को लिखते हैं।,https://bit.ly/3zZu6sR,https://bit.ly/3cLj2X2
9,2021-08-19,Thursday ,III,English,Reading and Writing - The learner name familiar object seen in picture,https://bit.ly/3vCJ6KI,https://bit.ly/3q7DUxd,गणित,संक्रियाओं की समझ- जोड़-मूर्त वस्तुओं की मदद से 9 तक की संख्याओं के जोड़ तथ्य बनाते हैं। ,https://bit.ly/2TLhEgO,https://bit.ly/2SBvAtj
9,2021-08-20,Friday ,III,English,"Listening and Speaking - The learner recognises animals ,birds,and their babies with home",https://bit.ly/37ZgNfL,https://bit.ly/35pzLeF,गणित,संक्रियाओं की समझ- जोड़-मूर्त वस्तुओं की मदद से 10 के समूह में्र्र्र्र्र जोड़ तथ्य बनाते हैं।,https://bit.ly/2WEqApn,https://bit.ly/2TDONun
10,2021-08-23,Monday ,III,हिंदी,पढ़ना औैर पढ़कर समझना- हिन्दी वर्णमाला के अक्षरों की आकृति और ध्वनि की पहचान करना।,https://bit.ly/3xiPszM,https://bit.ly/3ijoCDr,English,Reading and Writing - The learner can write name of animals,https://bit.ly/3xxXzJe,https://bit.ly/3gTYAor
10,2021-08-24,Tuesday ,III,हिंदी,"लिखना,  सृजनात्मक अभिव्यक्ति- लिखना सीखने की प्रक्रिया के दौरान अपने विकासात्मक स्तर के अनुसार चित्रों , आड़ी-तिरछी रेखाओं (कीरम-काटे), अक्षर-आकृतियों, स्व-वर्तनी (इनवेंटिड स्पैलिंग) और स्व-नियंत्रित लेखन (कनवैंशनल राइटिंग) के माध्यम से सुनी हुई और अपने मन की बातों को अपने तरीके से लिखने का प्रयास करना l",https://bit.ly/37aJNkA,https://bit.ly/3xeV9P3,English,"Reading and Writing - Learner can able to say simple greeting words  in English (Hello, How are you?, Good Morning etc)",https://bit.ly/2MvMZ35,https://bit.ly/3cMX8CS
10,2021-08-25,Wednesday ,III,हिंदी,पढ़ना औैर पढ़कर समझना- हिन्दी वर्णमाला के अक्षरों की आकृति और ध्वनि की पहचान करना।,https://bit.ly/3xkFvSl,https://bit.ly/3A1YrXB,गणित,संक्रियाओं की समझ- जोड़-प्रतीक चिन्ह् का उनयोग करते हुए 9 तक की संख्याओं कोे जोड़ते है।,https://bit.ly/3j4Bbl6,https://bit.ly/3gv9ujW
10,2021-08-26,Thursday ,III,English,Reading and Writing - The learner can write occupation,https://bit.ly/3cVHs0c,https://bit.ly/3q41yea,गणित,संक्रियाओं की समझ- जोड़-प्रतीक चिन्ह् का उनयोग करते हुए 9 तक की संख्याओं कोे जोड़ते है।,https://bit.ly/2VpxvC6,https://bit.ly/3wpsR4R
10,2021-08-27,Friday ,III,English,Reading and Writing - The learner can write simple words,https://bit.ly/3wKKVqm,https://bit.ly/2S2j1H7,गणित,संक्रियाओं की समझ- जोड़-दैनिक जीवन में 1 से  20 तक की संख्याओं का उपयोग जोड़ व घटाव में करते है।,https://bit.ly/3BWVREa,https://bit.ly/3vtpXL9
11,2021-08-30,Monday ,III,holiday,,,,,,,
11,2021-08-31,Tuesday ,III,हिंदी,"लिखना- लिखना सीखने की प्रक्रिया के दौरान अपने विकासात्मक स्तर के अनुसार चित्रों , आड़ी-तिरछी रेखाओं (कीरम-काटे), अक्षर-आकृतियों, स्व-वर्तनी (इनवेंटिड स्पैलिंग) और स्व-नियंत्रित लेखन (कनवैंशनल राइटिंग) के माध्यम से सुनी हुई और अपने मन की बातों को अपने तरीके से लिखने का प्रयास करना l",https://bit.ly/3yt3K19,https://bit.ly/3sYTooT,English,Listening and Speaking - The learner can write simple words,https://bit.ly/2SMt4k1,https://bit.ly/3wwu9uX
11,2021-09-01,Wednesday ,III,हिंदी,पढ़ना औैर पढ़कर समझना- हिन्दी वर्णमाला के अक्षरों की आकृति और ध्वनि की पहचान करना।,https://bit.ly/3Bq84QK,https://bit.ly/3mRkVXY,English,Reading and Writing - The learner can write simple words,https://bit.ly/35Fe3Dm,https://bit.ly/3cMp365
11,2021-09-02,Thursday ,III,हिंदी,"लिखना- लिखना सीखने की प्रक्रिया के दौरान अपने विकासात्मक स्तर के अनुसार चित्रों , आड़ी-तिरछी रेखाओं (कीरम-काटे), अक्षर-आकृतियों, स्व-वर्तनी (इनवेंटिड स्पैलिंग) और स्व-नियंत्रित लेखन (कनवैंशनल राइटिंग) के माध्यम से सुनी हुई और अपने मन की बातों को अपने तरीके से लिखने का प्रयास करना l",https://bit.ly/2YdarZ3,https://bit.ly/3sXwZbf,गणित,संक्रियाओं की समझ- जोड़-9 तक की संख्याओं का प्रयोग करते हुए दिन-प्रतिदिन में उपयोग होने वाले जोड़ के प्रष्नों को हल करते हैं।,https://bit.ly/3DtLtEB,https://bit.ly/2TBjssg
